UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
capticcanada,@capticcanada,2020-04-13T23:32:46.000Z,"Thank you 
@CanCovid
 for bringing together the research community! 
@capticcanada
 is a research program implementing the 
@remap_cap
 trial across Canada for #COVID19 patients in the ICU - We look forward to joining!",,,,1,1,[],https://twitter.com/capticcanada/status/1249842996981518337
Daniel Rotsztain,@theurbangeog,2020-04-13T13:35:54.000Z,"Made a Social Distance machine to show why 
@cityoftoronto
 needs to close major streets like Yonge during COVID-19. Our sidewalks are too narrow to keep a safe distance.
Tell 
@JohnTory
 and your local councillors: #streets4peopleTO!

https://youtu.be/aXxfKX4tRdw",,,269,3.5K,5.6K,['https://pbs.twimg.com/ext_tw_video_thumb/1249692023692636161/pu/img/_bodMd0q3XSYQPjp.jpg'],https://twitter.com/theurbangeog/status/1249692793821433856
Ont. Hospital Assoc.,@OntHospitalAssn,2020-04-13T11:55:43.000Z,It’s #never been more important to #StayAtHome and #FlattenTheCurve if we want to win the war on #COVID19 ... listen once again to Ontario’s #HealthCareWorkers,"Quote Tweet
Ont. Hospital Assoc.
@OntHospitalAssn
 · Apr 6, 2020
Ontario’s health care workers have a message for Ontarians: Help #FlattenTheCurve. Please #StayHomeandStaySafe. RETWEET this post today to help our hospitals manage #COVID19 and keep our health care workers safe! #onpoli",,,11,21,"['https://pbs.twimg.com/profile_images/1071070203465744384/xhkpoZrJ_mini.jpg', 'https://pbs.twimg.com/ext_tw_video_thumb/1247202496503787521/pu/img/hgftQXxJmQo6unbi.jpg']",https://twitter.com/OntHospitalAssn/status/1249667579494490112
Rebecca Yu,@rebeccayu,2020-04-13T03:02:39.000Z,"We need to test everyone in nursing homes & exposed #HealthCareWorkers even if they don’t have symptoms.  Guidelines need to be updated ASAP. My friend’s father passed away 
@monsheong
 from #COVID19 & his family was denied testing. cc: 
@fordnation
 @CBCQueensPark
 @celliottability","Quote Tweet
Mike Crawley
@CBCQueensPark
 · Apr 8, 2020
BREAKING: Premier Doug Ford says he wants ""no more excuses"" about how few tests Ontario is conducting each day, wants 13,000 #COVID19 tests done daily starting tomorrow. 
Clearly reacting to this: 
https://cbc.ca/news/canada/toronto/ontario-conducting-fewer-covid-19-tests-daily-as-cases-keep-climbing-1.5525490…
Show this thread",🍁,,3,5,['https://pbs.twimg.com/profile_images/1367576536963035137/osL4Xsb0_mini.jpg'],https://twitter.com/rebeccayu/status/1249533431429697536
Heather Wright,@HeatherCTV,2020-04-13T19:23:48.000Z,Dr. Yaffe says provincial modellers predict the peak in #Ontario will hit next week. #COVID19,,,,6,4,[],https://twitter.com/HeatherCTV/status/1249780345064521730
Noor Reflection,@Rinateacup,2020-04-13T14:15:29.000Z,"Muslim Welfare Centre is reaching out to the most vulnerable in our community through various programs related to #Covid19. They are providing aid through their food banks, & shelter programs. Please donate and support them. Retweet pls.
https://muslimwelfarecentre.com
@MWCofTO",,,,5,6,"['https://pbs.twimg.com/media/EVfWBiDXkAAUs1L?format=jpg&name=small', 'https://pbs.twimg.com/media/EVfWB4SWsAEl2wD?format=jpg&name=360x360']",https://twitter.com/Rinateacup/status/1249702753527529477
Stephen Lapinsky,@StephenLap,2020-04-13T00:20:24.000Z,Thread... ventilation experience with #COVID19 patients ,"Quote Tweet
Dr. Niall Ferguson
@nialldferguson
 · Apr 12, 2020
1/9- Just coming off a week on call in the MSICU at TGH with @ecgoligher. Started the week with 6 COVID+ patients and we transferred in 12 more, mostly for worsening respiratory failure (so not a random sample of COVID pneumonia).  All intubated; 6 cannulated for VV-ECMO.
Show this thread",👇,,2,6,['https://pbs.twimg.com/profile_images/1337929065328762881/nb0fVRal_mini.jpg'],https://twitter.com/StephenLap/status/1249492597158133761
Rad Dockery,@Rad_Dockery,2020-04-13T16:30:47.000Z,"HIV, H1NI, Ebola... #Fauci has been there fighting these. Yet the Alt Right saviours haven't.   Easy to be on the sidelines talking smack when you actually haven't had to do anything.  #Covid_19 #experiencematters",,🌎,,,2,[],https://twitter.com/Rad_Dockery/status/1249736804296568834
Tasha Kheiriddin,@TashaKheiriddin,2020-04-13T16:16:09.000Z,"Bike move of the day. And hey Toronto, no bylaws were violated in this picture. #COVID19 #staysafe #physicaldistance #commonsense",,,1,3,25,['https://pbs.twimg.com/media/EVfxos-XgAcJSfv?format=jpg&name=900x900'],https://twitter.com/TashaKheiriddin/status/1249733118807982080
Albert Delitala,@AlbertDelitala,2020-04-13T01:34:49.000Z,"To ticket or not to ticket? What do you think? | Oakville, Ont., family hit with $880 ticket after going rollerblading 
@globalnewsto
 #COVID19 http://Globalnews.ca","Coronavirus: Oakville, Ont., family hit with $880 ticket after going rollerblading
An Oakville, Ont., family is speaking out after a rollerblading outing turned into a costly ticket for allegedly violating physical distancing rules.
globalnews.ca",,108,49,62,['https://pbs.twimg.com/card_img/1385480812322295811/vYZ4aYPT?format=jpg&name=small'],https://twitter.com/AlbertDelitala/status/1249511324683587587
Vince Gasparro,@vgasparro,2020-04-13T09:18:20.000Z,"""This is the first week where you started to see some tangible evidence of flattening of the curve and that there may be an end to this in terms of the first wave” #covid19","Canada so far avoids surge of COVID-19 patients that paralyzed hospitals in Italy, New York
Experts warn major spike in cases still possible, with Ontario and Quebec facing gravest threat
theglobeandmail.com",,,1,3,['https://pbs.twimg.com/card_img/1385695635668717569/Jc-zw-GE?format=jpg&name=small'],https://twitter.com/vgasparro/status/1249627974279876608
Alana Salsberg,@AlanaSalsberg,2020-04-13T18:01:47.000Z,"While I’m wildly pleased at the mad rush to provide #mentalhealth
 resources widely for all, spurred by the #Covid_19  crisis, is anyone else finding that instead of getting easier to find the right ones, it’s just getting noisier? Too many sources isn’t necessarily better than 0.",,,4,1,15,[],https://twitter.com/AlanaSalsberg/status/1249759705104297984
Shadi Didi,@shadididi,2020-04-13T02:17:29.000Z,"Chocolate filled eggs with a covid candy centre. Happy Easter 
 @maxon3d
 @insydium #EasterSunday #xparticles",,🐣 🥚 🍫 🦠 🔨,,,9,['https://pbs.twimg.com/ext_tw_video_thumb/1249522038697537539/pu/img/p-p6uPjeaJDqEwE3.jpg'],https://twitter.com/shadididi/status/1249522062126977026
Sean Molloy,@SeanJMolloy,2020-04-13T00:19:24.000Z,"For anyone wondering why we are #SocialDistancing - read these obituaries. We don’t more, no matter the cost. #COVID19 
@NightShiftMD
 thanks 
@AlexMunter
 #FlattenTheCurve","Quote Tweet
Anthony Collins
@comma_chameleon
 · Apr 11, 2020
In Saturday's @TorontoStar, the first in a series of profiles of Canadians who've lost their lives to COVID-19. With an introduction by @coylejim20
Show this thread",,,5,13,"['https://pbs.twimg.com/profile_images/1359813495215259649/x1ycR6Y2_mini.jpg', 'https://pbs.twimg.com/media/EVWUBIHWkAUuzT2?format=jpg&name=medium']",https://twitter.com/SeanJMolloy/status/1249492348079427585
"Rudy Cuzzetto, MPP",@RudyCuzzetto,2020-04-13T21:14:41.000Z,"Ontario has secured vital supplies and personal protective equipment to help protect patients, frontline health care workers, and first responders from #COVID19, including:
 13 million surgical masks
 200,000 N95 masks
 38 ventilators

Read more:
https://news.ontario.ca/opo/en/2020/04/ontario-secures-critical-medical-equipment-and-supplies…",,✅ ✅ ✅,,2,16,['https://pbs.twimg.com/media/EVg1-X6WsAAlPV8?format=jpg&name=small'],https://twitter.com/RudyCuzzetto/status/1249808250788331520
Natalia Kusendova,@NatKusendova,2020-04-13T18:32:42.000Z,"Thank you to Marie and Terry of #Durham for pitching in to the fight against #COVID19 with your fabrics and needle! 
 An inspiring example of #OntarioSpirit 
@lornecoe
 #MasksNow","Quote Tweet
Durham Mental Health
@DMHS_Durham
 · Apr 13, 2020
Hope is Essential “ Marie and Terry in the 80’s hard at work making masks for DMHS @LakeridgeHealth @NatKusendova @KarimaVelji @DurhamHealth @DanCarterOshawa @DanosStella @jennkfrench @TSAHope @celliottability",😷,,1,11,"['https://pbs.twimg.com/profile_images/1317207835210633218/XEhPerhd_mini.jpg', 'https://pbs.twimg.com/media/EVfQQTeXYAEIBCr?format=jpg&name=small']",https://twitter.com/NatKusendova/status/1249767485039087623
Mayor Maurizio Bevilacqua,@mbmayor,2020-04-13T20:26:23.000Z,"Thank you, Nancy Cocozza, Adam Dannawi & the Staybridge Suites Toronto Vaughan South team for donating $20,000 to 
@VaughanFoodBank
. Your contribution will allow 
@p_wixson
 & his team to ensure families are supported during this difficult time. #COVID19",,,,4,15,"['https://pbs.twimg.com/media/EVgq60eXgAABlyY?format=jpg&name=360x360', 'https://pbs.twimg.com/media/EVgq60hXgAElQBg?format=jpg&name=360x360']",https://twitter.com/mbmayor/status/1249796093572980736
Jeffrey Lam,@TPSAux51652,2020-04-13T18:16:44.000Z,"The wind is picking up quite a bit out on Lake Ontario, nice views tho I have to admit!! It’s great to see a lot of Torontonians staying home today! #toronto #COVID2019 #EasterMonday  #COVID19Ontario #COVID19 
@TorontoPolice",,,1,,2,"['https://pbs.twimg.com/media/EVgNPBKWkAgg3Ql?format=jpg&name=medium', 'https://pbs.twimg.com/media/EVgNPBPXgAEyHTg?format=jpg&name=360x360', 'https://pbs.twimg.com/media/EVgNPBPXYAA0NiA?format=jpg&name=360x360']",https://twitter.com/TPSAux51652/status/1249763466187018243
Ilana Halperin,@ilanajhalperin,2020-04-13T03:57:37.000Z,Join me tomorrow at noon EST to discuss how we can leverage glucose monitoring technology to facilitate effective virtual #diabetes care during the #COVID19 pandemic!,"Quote Tweet
Diabetes Canada
@DiabetesCanada
 · Apr 12, 2020
'Leveraging technology to facilitate virtual care' new webinar on Monday, April 13 at 12 p.m. EST.
Learn how to access and interpret continuous glucose monitoring data with Dr. Ilana Halperin and Danielle Goudge.

Join the webinar: http://dbts.ca/BElj50zawi6

#COVIDCanada",,,,5,"['https://pbs.twimg.com/profile_images/830922582857768964/D5debF-6_mini.jpg', 'https://pbs.twimg.com/media/EVa0aZMWkAAdnpM?format=jpg&name=small']",https://twitter.com/ilanajhalperin/status/1249547263644504064
Sasha Boersma (she/her),@sashaboersma,2020-04-13T01:58:24.000Z,"So many have made posts about how #COVID19 is like the Spanish Flu. On a viral level, sure. But 100 years later, we have robust communications and technology systems compared to 1918 when Canadians were asked to use the phone less. #COVIDCanada #covid19Canada","Quote Tweet
Old Toronto Series
@oldTOseries
 · Apr 10, 2020
A notice posted in The Globe newspaper in Toronto on October 19th, 1918 by the Bell Telephone company pleading with citizens not to use telephones during the Spanish Flu pandemic.",,,,1,"['https://pbs.twimg.com/profile_images/1242315750431432710/uNXjw31A_mini.jpg', 'https://pbs.twimg.com/media/EVSP2aeX0AIFY8V?format=jpg&name=900x900']",https://twitter.com/sashaboersma/status/1249517261389529088
Kris Pangilinan,@KrisReports,2020-04-13T19:50:12.000Z,"My church auntie (Tita Gigi) called me today in the newsroom to ask me if I had Mayor 
@JohnTory
’s contact.

I asked “Why do you need it? Are you okay?”

She was like “I just wanted to say thank you. Thank you for helping the people of Toronto during these times” #COVID19",GIF,,1,,3,['https://pbs.twimg.com/tweet_video_thumb/EVgiotgWsAIBpUk.jpg'],https://twitter.com/KrisReports/status/1249786989911724035
Michael Hainsworth,@hainsworthtv,2020-04-13T22:17:32.000Z,"In some countries, you’re not permitted to break quarantine unless you are walking a dog. #COVID19","0:13
498 views",,,3,14,['https://pbs.twimg.com/ext_tw_video_thumb/1249824033010524160/pu/img/1EEnrd5D8NL2gSNk.jpg'],https://twitter.com/hainsworthtv/status/1249824065847689222
"Rudy Cuzzetto, MPP",@RudyCuzzetto,2020-04-13T23:26:35.000Z,"UPDATE: Our Government continued to make progress against #COVID19 today, by:
 securing 13+ million surgical & N95 masks, & 38 ventilators
 providing same-day equipment deliveries to hospitals
 developing a new secure health data platform

Read more: http://covid-19.ontario.ca",,✅ ✅ ✅,,1,5,['https://pbs.twimg.com/media/EVhUKM-WoAA1tuD?format=jpg&name=small'],https://twitter.com/RudyCuzzetto/status/1249841442907992064
Terry Lim,@terrbearlim,2020-04-13T14:28:07.000Z,"Morning....although I haven’t gotten up yet and still laying down, I can still meditate :) 
@surfthegreats
 #onlinemeditation #meditation #COVID19 #toronto",,,1,1,5,['https://pbs.twimg.com/ext_tw_video_thumb/1249705860307312641/pu/img/o8W_yVTcggGabl4o.jpg'],https://twitter.com/terrbearlim/status/1249705932537372672
Julia Hanigsberg,@Hanigsberg,2020-04-13T14:03:18.000Z,"#Health #research and innovation is critically important for addressing #COVID19 So grateful to 
@fordnation
 for recognizing critical partnership between frontline care and research to keep Ontarians safe and healthy! 
@OntHospitalAssn","Quote Tweet
Doug Ford
@fordnation
 · Apr 13, 2020
I want to thank all of the academics and researchers who are working nonstop to find a solution to COVID-19. The hours you are putting in will help us stop COVID-19 in its tracks. We are all grateful. Please keep up the great work.",,1,4,11,"['https://pbs.twimg.com/profile_images/1355178357005164544/xggZzzdg_mini.jpg', 'https://pbs.twimg.com/media/EVfCXt9XQAE8d_Z?format=jpg&name=small']",https://twitter.com/Hanigsberg/status/1249699688447696896
Ike Ahmed,@ikekahmed,2020-04-13T02:57:41.000Z, proud #COVID19,"Quote Tweet
Flavio Volpe
@FlavioVolpe1
 · Apr 6, 2020
SHARE PLS:

By the end of the week, working w/ gov’t, we will have arranged the largest build-orders of ventilators, masks, face shields & gowns in Canadian history.

All local.

Its the biggest ever peacetime mobilization of 
s industrial capacity. 

Tell your friends.

#StepUp",,1,,7,['https://pbs.twimg.com/profile_images/1169376913179185152/0btG_WVu_mini.jpg'],https://twitter.com/ikekahmed/status/1249532179488653312
CP24 Breakfast,@CP24Breakfast,2020-04-13T15:01:17.000Z,"Science and technology specialist 
@riskindan
 talks about what’s happening to romantic relationships during COVID-19. WATCH HERE: https://instagram.com/tv/B-7Nm7bgJau/?igshid=10fbcosq6rxct…",,,,1,1,['https://pbs.twimg.com/media/EVfggyAXQAAOEue?format=jpg&name=small'],https://twitter.com/CP24Breakfast/status/1249714279076507648
Joshua Mandryk,@JMandryk,2020-04-13T21:03:35.000Z,"An important read on the future we want to build out of this crisis: “The hidden and not-so-hidden casualty of COVID-19” https://colourofpoverty.ca/2020/04/13/the-hidden-and-not-so-hidden-casualty-of-covid-19/… via 
@ColourofPoverty","The hidden and not-so-hidden casualty of COVID-19
Avvy Go, Clinic Director – Chinese & Southeast Asian Legal Clinic Since the province has sensibly decided that “professional and social services that support the legal and justice system”…
colourofpoverty.ca",,,1,2,['https://pbs.twimg.com/card_img/1387514676238503942/iCs3CVy6?format=jpg&name=120x120'],https://twitter.com/JMandryk/status/1249805455590916097
Frank R Margani,@FrankMargani,2020-04-13T02:46:19.000Z,"Amazing. One of the greatest investors and philanthropists talks #COVID19 and economy. 
@RayDalio
. https://ted.com/talks/ray_dalio_what_coronavirus_means_for_the_global_economy?utm_source=twitter.com&utm_medium=social&utm_campaign=tedspread… via 
@TEDTalks",,,1,1,3,[],https://twitter.com/FrankMargani/status/1249529317543075845
Deepak Anand,@DeepakAnandMPP,2020-04-13T22:34:25.000Z,"Thank you 
@SparkOntario
 for bringing communities together to fight against #COVID19. Proud to represent #MississaugaMalton where residents care for community, #OntarioSpirit is at peak. #TogetherStronger. Lets volunteer to help vulnerable, stay safe &save others. #workingtogether","0:42
289 views",,1,5,18,[],https://twitter.com/DeepakAnandMPP/status/1249828312870006784
